Date,Close,Eps,FedFundsRate
2011-08-04,1200.07,120.76,0.08
2011-08-05,1199.38,120.76,0.08
2011-08-08,1119.46,120.76,0.08
2011-08-09,1172.53,120.76,0.08
2011-08-10,1120.76,120.76,0.08
2011-08-11,1172.64,120.76,0.08
2011-08-12,1178.81,120.76,0.08
2011-08-15,1204.49,120.76,0.08
2011-08-16,1192.76,120.76,0.08
2011-08-17,1193.89,120.76,0.08
2011-08-18,1140.65,120.76,0.08
2011-08-19,1123.53,120.76,0.08
2011-08-22,1123.82,120.76,0.08
2011-08-23,1162.35,120.76,0.08
2011-08-24,1177.6,120.76,0.08
2011-08-25,1159.27,120.76,0.08
2011-08-26,1176.8,120.76,0.08
2011-08-29,1210.08,120.76,0.08
2011-08-30,1212.92,120.76,0.08
2011-08-31,1218.89,120.76,0.08
2011-09-01,1204.42,121.05,0.07
2011-09-02,1173.97,121.05,0.07
2011-09-06,1165.24,121.05,0.07
2011-09-07,1198.62,121.05,0.07
2011-09-08,1185.9,121.05,0.07
2011-09-09,1154.23,121.05,0.07
2011-09-12,1162.27,121.05,0.07
2011-09-13,1172.87,121.05,0.07
2011-09-14,1188.68,121.05,0.07
2011-09-15,1209.11,121.05,0.07
2011-09-16,1216.01,121.05,0.07
2011-09-19,1204.09,121.05,0.07
2011-09-20,1202.09,121.05,0.07
2011-09-21,1166.76,121.05,0.07
2011-09-22,1129.56,121.05,0.07
2011-09-23,1136.43,121.05,0.07
2011-09-26,1162.95,121.05,0.07
2011-09-27,1175.38,121.05,0.07
2011-09-28,1151.06,121.05,0.07
2011-09-29,1160.4,121.05,0.07
2011-09-30,1131.42,121.05,0.07
2011-10-03,1099.23,121.25,0.08
2011-10-04,1123.95,121.25,0.08
2011-10-05,1144.03,121.25,0.08
2011-10-06,1164.97,121.25,0.08
2011-10-07,1155.46,121.25,0.08
2011-10-10,1194.89,121.25,0.08
2011-10-11,1195.54,121.25,0.08
2011-10-12,1207.25,121.25,0.08
2011-10-13,1203.66,121.25,0.08
2011-10-14,1224.58,121.25,0.08
2011-10-17,1200.86,121.25,0.08
2011-10-18,1225.38,121.25,0.08
2011-10-19,1209.88,121.25,0.08
2011-10-20,1215.39,121.25,0.08
2011-10-21,1238.25,121.25,0.08
2011-10-24,1254.19,121.25,0.08
2011-10-25,1229.05,121.25,0.08
2011-10-26,1242.0,121.25,0.08
2011-10-27,1284.59,121.25,0.08
2011-10-28,1285.09,121.25,0.08
2011-10-31,1253.3,121.25,0.08
2011-11-01,1218.28,121.45,0.1
2011-11-02,1237.9,121.45,0.1
2011-11-03,1261.15,121.45,0.1
2011-11-04,1253.23,121.45,0.1
2011-11-07,1261.12,121.45,0.1
2011-11-08,1275.92,121.45,0.1
2011-11-09,1229.1,121.45,0.1
2011-11-10,1239.7,121.45,0.1
2011-11-11,1263.85,121.45,0.1
2011-11-14,1251.78,121.45,0.1
2011-11-15,1257.81,121.45,0.1
2011-11-16,1236.91,121.45,0.1
2011-11-17,1216.13,121.45,0.1
2011-11-18,1215.65,121.45,0.1
2011-11-21,1192.98,121.45,0.1
2011-11-22,1188.04,121.45,0.1
2011-11-23,1161.79,121.45,0.1
2011-11-25,1158.67,121.45,0.1
2011-11-28,1192.55,121.45,0.1
2011-11-29,1195.19,121.45,0.1
2011-11-30,1246.96,121.45,0.1
2011-12-01,1244.58,121.26,0.13
2011-12-02,1244.28,121.26,0.13
2011-12-05,1257.08,121.26,0.13
2011-12-06,1258.47,121.26,0.13
2011-12-07,1261.01,121.26,0.13
2011-12-08,1234.35,121.26,0.13
2011-12-09,1255.19,121.26,0.13
2011-12-12,1236.47,121.26,0.13
2011-12-13,1225.73,121.26,0.13
2011-12-14,1211.82,121.26,0.13
2011-12-15,1215.75,121.26,0.13
2011-12-16,1219.66,121.26,0.13
2011-12-19,1205.35,121.26,0.13
2011-12-20,1241.3,121.26,0.13
2011-12-21,1243.72,121.26,0.13
2011-12-22,1254.0,121.26,0.13
2011-12-23,1265.33,121.26,0.13
2011-12-27,1265.43,121.26,0.13
2011-12-28,1249.64,121.26,0.13
2011-12-29,1263.02,121.26,0.13
2011-12-30,1257.6,121.26,0.13
2012-01-03,1277.06,120.62,0.14
2012-01-04,1277.3,120.62,0.14
2012-01-05,1281.06,120.62,0.14
2012-01-06,1277.81,120.62,0.14
2012-01-09,1280.7,120.62,0.14
2012-01-10,1292.08,120.62,0.14
2012-01-11,1292.48,120.62,0.14
2012-01-12,1295.5,120.62,0.14
2012-01-13,1289.09,120.62,0.14
2012-01-17,1293.67,120.62,0.14
2012-01-18,1308.04,120.62,0.14
2012-01-19,1314.5,120.62,0.14
2012-01-20,1315.38,120.62,0.14
2012-01-23,1316.0,120.62,0.14
2012-01-24,1314.65,120.62,0.14
2012-01-25,1326.06,120.62,0.14
2012-01-26,1318.43,120.62,0.14
2012-01-27,1316.33,120.62,0.14
2012-01-30,1313.01,120.62,0.14
2012-01-31,1312.41,120.62,0.14
2012-02-01,1324.09,120.48,0.16
2012-02-02,1325.54,120.48,0.16
2012-02-03,1344.9,120.48,0.16
2012-02-06,1344.33,120.48,0.16
2012-02-07,1347.05,120.48,0.16
2012-02-08,1349.96,120.48,0.16
2012-02-09,1351.95,120.48,0.16
2012-02-10,1342.64,120.48,0.16
2012-02-13,1351.77,120.48,0.16
2012-02-14,1350.5,120.48,0.16
2012-02-15,1343.23,120.48,0.16
2012-02-16,1358.04,120.48,0.16
2012-02-17,1361.23,120.48,0.16
2012-02-21,1362.21,120.48,0.16
2012-02-22,1357.66,120.48,0.16
2012-02-23,1363.46,120.48,0.16
2012-02-24,1365.74,120.48,0.16
2012-02-27,1367.59,120.48,0.16
2012-02-28,1372.18,120.48,0.16
2012-02-29,1365.68,120.48,0.16
2012-03-01,1374.09,120.37,0.16
2012-03-02,1369.63,120.37,0.16
2012-03-05,1364.33,120.37,0.16
2012-03-06,1343.36,120.37,0.16
2012-03-07,1352.63,120.37,0.16
2012-03-08,1365.91,120.37,0.16
2012-03-09,1370.87,120.37,0.16
2012-03-12,1371.09,120.37,0.16
2012-03-13,1395.95,120.37,0.16
2012-03-14,1394.28,120.37,0.16
2012-03-15,1402.6,120.37,0.16
2012-03-16,1404.17,120.37,0.16
2012-03-19,1409.75,120.37,0.16
2012-03-20,1405.52,120.37,0.16
2012-03-21,1402.89,120.37,0.16
2012-03-22,1392.78,120.37,0.16
2012-03-23,1397.11,120.37,0.16
2012-03-26,1416.51,120.37,0.16
2012-03-27,1412.52,120.37,0.16
2012-03-28,1405.54,120.37,0.16
2012-03-29,1403.28,120.37,0.16
2012-03-30,1408.47,120.37,0.16
2012-04-02,1419.04,119.92,0.16
2012-04-03,1413.38,119.92,0.16
2012-04-04,1398.96,119.92,0.16
2012-04-05,1398.08,119.92,0.16
2012-04-09,1382.2,119.92,0.16
2012-04-10,1358.59,119.92,0.16
2012-04-11,1368.71,119.92,0.16
2012-04-12,1387.57,119.92,0.16
2012-04-13,1370.26,119.92,0.16
2012-04-16,1369.57,119.92,0.16
2012-04-17,1390.78,119.92,0.16
2012-04-18,1385.14,119.92,0.16
2012-04-19,1376.92,119.92,0.16
2012-04-20,1378.53,119.92,0.16
2012-04-23,1366.94,119.92,0.16
2012-04-24,1371.97,119.92,0.16
2012-04-25,1390.69,119.92,0.16
2012-04-26,1399.98,119.92,0.16
2012-04-27,1403.36,119.92,0.16
2012-04-30,1397.91,119.92,0.16
2012-05-01,1405.82,118.61,0.13
2012-05-02,1402.31,118.61,0.13
2012-05-03,1391.57,118.61,0.13
2012-05-04,1369.1,118.61,0.13
2012-05-07,1369.58,118.61,0.13
2012-05-08,1363.72,118.61,0.13
2012-05-09,1354.58,118.61,0.13
2012-05-10,1357.99,118.61,0.13
2012-05-11,1353.39,118.61,0.13
2012-05-14,1338.35,118.61,0.13
2012-05-15,1330.66,118.61,0.13
2012-05-16,1324.8,118.61,0.13
2012-05-17,1304.86,118.61,0.13
2012-05-18,1295.22,118.61,0.13
2012-05-21,1315.99,118.61,0.13
2012-05-22,1316.63,118.61,0.13
2012-05-23,1318.86,118.61,0.13
2012-05-24,1320.68,118.61,0.13
2012-05-25,1317.82,118.61,0.13
2012-05-29,1332.42,118.61,0.13
2012-05-30,1313.32,118.61,0.13
2012-05-31,1310.33,118.61,0.13
2012-06-01,1278.04,117.44,0.14
2012-06-04,1278.18,117.44,0.14
2012-06-05,1285.5,117.44,0.14
2012-06-06,1315.13,117.44,0.14
2012-06-07,1314.99,117.44,0.14
2012-06-08,1325.66,117.44,0.14
2012-06-11,1308.93,117.44,0.14
2012-06-12,1324.18,117.44,0.14
2012-06-13,1314.88,117.44,0.14
2012-06-14,1329.1,117.44,0.14
2012-06-15,1342.84,117.44,0.14
2012-06-18,1344.78,117.44,0.14
2012-06-19,1357.98,117.44,0.14
2012-06-20,1355.69,117.44,0.14
2012-06-21,1325.51,117.44,0.14
2012-06-22,1335.02,117.44,0.14
2012-06-25,1313.72,117.44,0.14
2012-06-26,1319.99,117.44,0.14
2012-06-27,1331.85,117.44,0.14
2012-06-28,1329.04,117.44,0.14
2012-06-29,1362.16,117.44,0.14
2012-07-02,1365.51,117.49,0.16
2012-07-03,1374.02,117.49,0.16
2012-07-05,1367.58,117.49,0.16
2012-07-06,1354.68,117.49,0.16
2012-07-09,1352.46,117.49,0.16
2012-07-10,1341.47,117.49,0.16
2012-07-11,1341.45,117.49,0.16
2012-07-12,1334.76,117.49,0.16
2012-07-13,1356.78,117.49,0.16
2012-07-16,1353.64,117.49,0.16
2012-07-17,1363.67,117.49,0.16
2012-07-18,1372.78,117.49,0.16
2012-07-19,1376.51,117.49,0.16
2012-07-20,1362.66,117.49,0.16
2012-07-23,1350.52,117.49,0.16
2012-07-24,1338.31,117.49,0.16
2012-07-25,1337.89,117.49,0.16
2012-07-26,1360.02,117.49,0.16
2012-07-27,1385.97,117.49,0.16
2012-07-30,1385.3,117.49,0.16
2012-07-31,1379.32,117.49,0.16
2012-08-01,1375.32,118.05,0.16
2012-08-02,1365.0,118.05,0.16
2012-08-03,1390.99,118.05,0.16
2012-08-06,1394.23,118.05,0.16
2012-08-07,1401.35,118.05,0.16
2012-08-08,1402.22,118.05,0.16
2012-08-09,1402.8,118.05,0.16
2012-08-10,1405.87,118.05,0.16
2012-08-13,1404.11,118.05,0.16
2012-08-14,1403.93,118.05,0.16
2012-08-15,1405.53,118.05,0.16
2012-08-16,1415.51,118.05,0.16
2012-08-17,1418.16,118.05,0.16
2012-08-20,1418.13,118.05,0.16
2012-08-21,1413.17,118.05,0.16
2012-08-22,1413.49,118.05,0.16
2012-08-23,1402.08,118.05,0.16
2012-08-24,1411.13,118.05,0.16
2012-08-27,1410.44,118.05,0.16
2012-08-28,1409.3,118.05,0.16
2012-08-29,1410.49,118.05,0.16
2012-08-30,1399.48,118.05,0.16
2012-08-31,1406.58,118.05,0.16
2012-09-04,1404.94,118.38,0.16
2012-09-05,1403.44,118.38,0.16
2012-09-06,1432.12,118.38,0.16
2012-09-07,1437.92,118.38,0.16
2012-09-10,1429.08,118.38,0.16
2012-09-11,1433.56,118.38,0.16
2012-09-12,1436.56,118.38,0.16
2012-09-13,1459.99,118.38,0.16
2012-09-14,1465.77,118.38,0.16
2012-09-17,1461.19,118.38,0.16
2012-09-18,1459.32,118.38,0.16
2012-09-19,1461.05,118.38,0.16
2012-09-20,1460.26,118.38,0.16
2012-09-21,1460.15,118.38,0.16
2012-09-24,1456.89,118.38,0.16
2012-09-25,1441.59,118.38,0.16
2012-09-26,1433.32,118.38,0.16
2012-09-27,1447.15,118.38,0.16
2012-09-28,1440.67,118.38,0.16
2012-10-01,1444.49,118.57,0.14
2012-10-02,1445.75,118.57,0.14
2012-10-03,1450.99,118.57,0.14
2012-10-04,1461.4,118.57,0.14
2012-10-05,1460.93,118.57,0.14
2012-10-08,1455.88,118.57,0.14
2012-10-09,1441.48,118.57,0.14
2012-10-10,1432.56,118.57,0.14
2012-10-11,1432.84,118.57,0.14
2012-10-12,1428.59,118.57,0.14
2012-10-15,1440.13,118.57,0.14
2012-10-16,1454.92,118.57,0.14
2012-10-17,1460.91,118.57,0.14
2012-10-18,1457.34,118.57,0.14
2012-10-19,1433.19,118.57,0.14
2012-10-22,1433.82,118.57,0.14
2012-10-23,1413.11,118.57,0.14
2012-10-24,1408.75,118.57,0.14
2012-10-25,1412.97,118.57,0.14
2012-10-26,1411.94,118.57,0.14
2012-10-31,1412.16,118.57,0.14
2012-11-01,1427.59,118.14,0.15
2012-11-02,1414.2,118.14,0.15
2012-11-05,1417.26,118.14,0.15
2012-11-06,1428.39,118.14,0.15
2012-11-07,1394.53,118.14,0.15
2012-11-08,1377.51,118.14,0.15
2012-11-09,1379.85,118.14,0.15
2012-11-12,1380.03,118.14,0.15
2012-11-13,1374.53,118.14,0.15
2012-11-14,1355.49,118.14,0.15
2012-11-15,1353.33,118.14,0.15
2012-11-16,1359.88,118.14,0.15
2012-11-19,1386.89,118.14,0.15
2012-11-20,1387.81,118.14,0.15
2012-11-21,1391.03,118.14,0.15
2012-11-23,1409.15,118.14,0.15
2012-11-26,1406.29,118.14,0.15
2012-11-27,1398.94,118.14,0.15
2012-11-28,1409.93,118.14,0.15
2012-11-29,1415.95,118.14,0.15
2012-11-30,1416.18,118.14,0.15
2012-12-03,1409.46,118.37,0.14
2012-12-04,1407.05,118.37,0.14
2012-12-05,1409.28,118.37,0.14
2012-12-06,1413.94,118.37,0.14
2012-12-07,1418.07,118.37,0.14
2012-12-10,1418.55,118.37,0.14
2012-12-11,1427.84,118.37,0.14
2012-12-12,1428.48,118.37,0.14
2012-12-13,1419.45,118.37,0.14
2012-12-14,1413.58,118.37,0.14
2012-12-17,1430.36,118.37,0.14
2012-12-18,1446.79,118.37,0.14
2012-12-19,1435.81,118.37,0.14
2012-12-20,1443.69,118.37,0.14
2012-12-21,1430.15,118.37,0.14
2012-12-24,1426.66,118.37,0.14
2012-12-26,1419.83,118.37,0.14
2012-12-27,1418.1,118.37,0.14
2012-12-28,1402.43,118.37,0.14
2012-12-31,1426.19,118.37,0.14
2013-01-02,1462.42,119.96,0.15
2013-01-03,1459.37,119.96,0.15
2013-01-04,1466.47,119.96,0.15
2013-01-07,1461.89,119.96,0.15
2013-01-08,1457.15,119.96,0.15
2013-01-09,1461.02,119.96,0.15
2013-01-10,1472.12,119.96,0.15
2013-01-11,1472.05,119.96,0.15
2013-01-14,1470.68,119.96,0.15
2013-01-15,1472.34,119.96,0.15
2013-01-16,1472.63,119.96,0.15
2013-01-17,1480.94,119.96,0.15
2013-01-18,1485.98,119.96,0.15
2013-01-22,1492.56,119.96,0.15
2013-01-23,1494.81,119.96,0.15
2013-01-24,1494.82,119.96,0.15
2013-01-25,1502.96,119.96,0.15
2013-01-28,1500.18,119.96,0.15
2013-01-29,1507.84,119.96,0.15
2013-01-30,1501.96,119.96,0.15
2013-01-31,1498.11,119.96,0.15
2013-02-01,1513.17,121.2,0.11
2013-02-04,1495.71,121.2,0.11
2013-02-05,1511.29,121.2,0.11
2013-02-06,1512.12,121.2,0.11
2013-02-07,1509.39,121.2,0.11
2013-02-08,1517.93,121.2,0.11
2013-02-11,1517.01,121.2,0.11
2013-02-12,1519.43,121.2,0.11
2013-02-13,1520.33,121.2,0.11
2013-02-14,1521.38,121.2,0.11
2013-02-15,1519.79,121.2,0.11
2013-02-19,1530.94,121.2,0.11
2013-02-20,1511.95,121.2,0.11
2013-02-21,1502.42,121.2,0.11
2013-02-22,1515.6,121.2,0.11
2013-02-25,1487.85,121.2,0.11
2013-02-26,1496.94,121.2,0.11
2013-02-27,1515.99,121.2,0.11
2013-02-28,1514.68,121.2,0.11
2013-03-01,1518.2,122.37,0.09
2013-03-04,1525.2,122.37,0.09
2013-03-05,1539.79,122.37,0.09
2013-03-06,1541.46,122.37,0.09
2013-03-07,1544.26,122.37,0.09
2013-03-08,1551.18,122.37,0.09
2013-03-11,1556.22,122.37,0.09
2013-03-12,1552.48,122.37,0.09
2013-03-13,1554.52,122.37,0.09
2013-03-14,1563.23,122.37,0.09
2013-03-15,1560.7,122.37,0.09
2013-03-18,1552.1,122.37,0.09
2013-03-19,1548.34,122.37,0.09
2013-03-20,1558.71,122.37,0.09
2013-03-21,1545.8,122.37,0.09
2013-03-22,1556.89,122.37,0.09
2013-03-25,1551.69,122.37,0.09
2013-03-26,1563.77,122.37,0.09
2013-03-27,1562.85,122.37,0.09
2013-03-28,1569.19,122.37,0.09
2013-04-01,1562.17,123.86,0.09
2013-04-02,1570.25,123.86,0.09
2013-04-03,1553.69,123.86,0.09
2013-04-04,1559.98,123.86,0.09
2013-04-05,1553.28,123.86,0.09
2013-04-08,1563.07,123.86,0.09
2013-04-09,1568.61,123.86,0.09
2013-04-10,1587.73,123.86,0.09
2013-04-11,1593.37,123.86,0.09
2013-04-12,1588.85,123.86,0.09
2013-04-15,1552.36,123.86,0.09
2013-04-16,1574.57,123.86,0.09
2013-04-17,1552.01,123.86,0.09
2013-04-18,1541.61,123.86,0.09
2013-04-19,1555.25,123.86,0.09
2013-04-22,1562.5,123.86,0.09
2013-04-23,1578.78,123.86,0.09
2013-04-24,1578.79,123.86,0.09
2013-04-25,1585.16,123.86,0.09
2013-04-26,1582.24,123.86,0.09
2013-04-29,1593.61,123.86,0.09
2013-04-30,1597.57,123.86,0.09
2013-05-01,1582.7,125.24,0.08
2013-05-02,1597.59,125.24,0.08
2013-05-03,1614.42,125.24,0.08
2013-05-06,1617.5,125.24,0.08
2013-05-07,1625.96,125.24,0.08
2013-05-08,1632.69,125.24,0.08
2013-05-09,1626.67,125.24,0.08
2013-05-10,1633.7,125.24,0.08
2013-05-13,1633.77,125.24,0.08
2013-05-14,1650.34,125.24,0.08
2013-05-15,1658.78,125.24,0.08
2013-05-16,1650.47,125.24,0.08
2013-05-17,1667.47,125.24,0.08
2013-05-20,1666.29,125.24,0.08
2013-05-21,1669.16,125.24,0.08
2013-05-22,1655.35,125.24,0.08
2013-05-23,1650.51,125.24,0.08
2013-05-24,1649.6,125.24,0.08
2013-05-28,1660.06,125.24,0.08
2013-05-29,1648.36,125.24,0.08
2013-05-30,1654.41,125.24,0.08
2013-05-31,1630.74,125.24,0.08
2013-06-03,1640.42,126.62,0.08
2013-06-04,1631.38,126.62,0.08
2013-06-05,1608.9,126.62,0.08
2013-06-06,1622.56,126.62,0.08
2013-06-07,1643.38,126.62,0.08
2013-06-10,1642.81,126.62,0.08
2013-06-11,1626.13,126.62,0.08
2013-06-12,1612.52,126.62,0.08
2013-06-13,1636.36,126.62,0.08
2013-06-14,1626.73,126.62,0.08
2013-06-17,1639.04,126.62,0.08
2013-06-18,1651.81,126.62,0.08
2013-06-19,1628.93,126.62,0.08
2013-06-20,1588.19,126.62,0.08
2013-06-21,1592.43,126.62,0.08
2013-06-24,1573.09,126.62,0.08
2013-06-25,1588.03,126.62,0.08
2013-06-26,1603.26,126.62,0.08
2013-06-27,1613.2,126.62,0.08
2013-06-28,1606.28,126.62,0.08
2013-07-01,1614.96,129.56,0.09
2013-07-02,1614.08,129.56,0.09
2013-07-03,1615.41,129.56,0.09
2013-07-05,1631.89,129.56,0.09
2013-07-08,1640.46,129.56,0.09
2013-07-09,1652.32,129.56,0.09
2013-07-10,1652.62,129.56,0.09
2013-07-11,1675.02,129.56,0.09
2013-07-12,1680.19,129.56,0.09
2013-07-15,1682.5,129.56,0.09
2013-07-16,1676.26,129.56,0.09
2013-07-17,1680.91,129.56,0.09
2013-07-18,1689.37,129.56,0.09
2013-07-19,1692.09,129.56,0.09
2013-07-22,1695.53,129.56,0.09
2013-07-23,1692.39,129.56,0.09
2013-07-24,1685.94,129.56,0.09
2013-07-25,1690.25,129.56,0.09
2013-07-26,1691.65,129.56,0.09
2013-07-29,1685.33,129.56,0.09
2013-07-30,1685.96,129.56,0.09
2013-07-31,1685.73,129.56,0.09
2013-08-01,1706.87,132.45,0.08
2013-08-02,1709.67,132.45,0.08
2013-08-05,1707.14,132.45,0.08
2013-08-06,1697.37,132.45,0.08
2013-08-07,1690.91,132.45,0.08
2013-08-08,1697.48,132.45,0.08
2013-08-09,1691.42,132.45,0.08
2013-08-12,1689.47,132.45,0.08
2013-08-13,1694.16,132.45,0.08
2013-08-14,1685.39,132.45,0.08
2013-08-15,1661.32,132.45,0.08
2013-08-16,1655.83,132.45,0.08
2013-08-19,1646.06,132.45,0.08
2013-08-20,1652.35,132.45,0.08
2013-08-21,1642.8,132.45,0.08
2013-08-22,1656.96,132.45,0.08
2013-08-23,1663.5,132.45,0.08
2013-08-26,1656.78,132.45,0.08
2013-08-27,1630.48,132.45,0.08
2013-08-28,1634.96,132.45,0.08
2013-08-29,1638.17,132.45,0.08
2013-08-30,1632.97,132.45,0.08
2013-09-03,1639.77,135.08,0.09
2013-09-04,1653.08,135.08,0.09
2013-09-05,1655.08,135.08,0.09
2013-09-06,1655.17,135.08,0.09
2013-09-09,1671.71,135.08,0.09
2013-09-10,1683.99,135.08,0.09
2013-09-11,1689.13,135.08,0.09
2013-09-12,1683.42,135.08,0.09
2013-09-13,1687.99,135.08,0.09
2013-09-16,1697.6,135.08,0.09
2013-09-17,1704.76,135.08,0.09
2013-09-18,1725.52,135.08,0.09
2013-09-19,1722.34,135.08,0.09
2013-09-20,1709.91,135.08,0.09
2013-09-23,1701.84,135.08,0.09
2013-09-24,1697.42,135.08,0.09
2013-09-25,1692.77,135.08,0.09
2013-09-26,1698.67,135.08,0.09
2013-09-27,1691.75,135.08,0.09
2013-09-30,1681.55,135.08,0.09
2013-10-01,1695.0,134.87,0.07
2013-10-02,1693.87,134.87,0.07
2013-10-03,1678.66,134.87,0.07
2013-10-04,1690.5,134.87,0.07
2013-10-07,1676.12,134.87,0.07
2013-10-08,1655.45,134.87,0.07
2013-10-09,1656.4,134.87,0.07
2013-10-10,1692.56,134.87,0.07
2013-10-11,1703.2,134.87,0.07
2013-10-14,1710.14,134.87,0.07
2013-10-15,1698.06,134.87,0.07
2013-10-16,1721.54,134.87,0.07
2013-10-17,1733.15,134.87,0.07
2013-10-18,1744.5,134.87,0.07
2013-10-21,1744.66,134.87,0.07
2013-10-22,1754.67,134.87,0.07
2013-10-23,1746.38,134.87,0.07
2013-10-24,1752.07,134.87,0.07
2013-10-25,1759.77,134.87,0.07
2013-10-28,1762.11,134.87,0.07
2013-10-29,1771.95,134.87,0.07
2013-10-30,1763.31,134.87,0.07
2013-10-31,1756.54,134.87,0.07
2013-11-01,1761.64,134.66,0.07
2013-11-04,1767.93,134.66,0.07
2013-11-05,1762.97,134.66,0.07
2013-11-06,1770.49,134.66,0.07
2013-11-07,1747.15,134.66,0.07
2013-11-08,1770.61,134.66,0.07
2013-11-11,1771.89,134.66,0.07
2013-11-12,1767.69,134.66,0.07
2013-11-13,1782.0,134.66,0.07
2013-11-14,1790.62,134.66,0.07
2013-11-15,1798.18,134.66,0.07
2013-11-18,1791.53,134.66,0.07
2013-11-19,1787.87,134.66,0.07
2013-11-20,1781.37,134.66,0.07
2013-11-21,1795.85,134.66,0.07
2013-11-22,1804.76,134.66,0.07
2013-11-25,1802.48,134.66,0.07
2013-11-26,1802.75,134.66,0.07
2013-11-27,1807.23,134.66,0.07
2013-11-29,1805.81,134.66,0.07
2013-12-02,1800.9,134.09,0.08
2013-12-03,1795.15,134.09,0.08
2013-12-04,1792.81,134.09,0.08
2013-12-05,1785.03,134.09,0.08
2013-12-06,1805.09,134.09,0.08
2013-12-09,1808.37,134.09,0.08
2013-12-10,1802.62,134.09,0.08
2013-12-11,1782.22,134.09,0.08
2013-12-12,1775.5,134.09,0.08
2013-12-13,1775.32,134.09,0.08
2013-12-16,1786.54,134.09,0.08
2013-12-17,1781.0,134.09,0.08
2013-12-18,1810.65,134.09,0.08
2013-12-19,1809.6,134.09,0.08
2013-12-20,1818.32,134.09,0.08
2013-12-23,1827.99,134.09,0.08
2013-12-24,1833.32,134.09,0.08
2013-12-26,1842.02,134.09,0.08
2013-12-27,1841.4,134.09,0.08
2013-12-30,1841.07,134.09,0.08
2013-12-31,1848.36,134.09,0.08
2014-01-02,1831.98,134.65,0.09
2014-01-03,1831.37,134.65,0.09
2014-01-06,1826.77,134.65,0.09
2014-01-07,1837.88,134.65,0.09
2014-01-08,1837.49,134.65,0.09
2014-01-09,1838.13,134.65,0.09
2014-01-10,1842.37,134.65,0.09
2014-01-13,1819.2,134.65,0.09
2014-01-14,1838.88,134.65,0.09
2014-01-15,1848.38,134.65,0.09
2014-01-16,1845.89,134.65,0.09
2014-01-17,1838.7,134.65,0.09
2014-01-21,1843.8,134.65,0.09
2014-01-22,1844.86,134.65,0.09
2014-01-23,1828.46,134.65,0.09
2014-01-24,1790.29,134.65,0.09
2014-01-27,1781.56,134.65,0.09
2014-01-28,1792.5,134.65,0.09
2014-01-29,1774.2,134.65,0.09
2014-01-30,1794.19,134.65,0.09
2014-01-31,1782.59,134.65,0.09
2014-02-03,1741.89,135.18,0.09
2014-02-04,1755.2,135.18,0.09
2014-02-05,1751.64,135.18,0.09
2014-02-06,1773.43,135.18,0.09
2014-02-07,1797.02,135.18,0.09
2014-02-10,1799.84,135.18,0.09
2014-02-11,1819.75,135.18,0.09
2014-02-12,1819.26,135.18,0.09
2014-02-13,1829.83,135.18,0.09
2014-02-14,1838.63,135.18,0.09
2014-02-18,1840.76,135.18,0.09
2014-02-19,1828.75,135.18,0.09
2014-02-20,1839.78,135.18,0.09
2014-02-21,1836.25,135.18,0.09
2014-02-24,1847.61,135.18,0.09
2014-02-25,1845.12,135.18,0.09
2014-02-26,1845.16,135.18,0.09
2014-02-27,1854.29,135.18,0.09
2014-02-28,1859.45,135.18,0.09
2014-03-03,1845.73,135.93,0.1
2014-03-04,1873.91,135.93,0.1
2014-03-05,1873.81,135.93,0.1
2014-03-06,1877.03,135.93,0.1
2014-03-07,1878.04,135.93,0.1
2014-03-10,1877.17,135.93,0.1
2014-03-11,1867.63,135.93,0.1
2014-03-12,1868.2,135.93,0.1
2014-03-13,1846.34,135.93,0.1
2014-03-14,1841.13,135.93,0.1
2014-03-17,1858.83,135.93,0.1
2014-03-18,1872.25,135.93,0.1
2014-03-19,1860.77,135.93,0.1
2014-03-20,1872.01,135.93,0.1
2014-03-21,1866.52,135.93,0.1
2014-03-24,1857.44,135.93,0.1
2014-03-25,1865.62,135.93,0.1
2014-03-26,1852.56,135.93,0.1
2014-03-27,1849.04,135.93,0.1
2014-03-28,1857.62,135.93,0.1
2014-03-31,1872.34,135.93,0.1
2014-04-01,1885.52,137.23,0.09
2014-04-02,1890.9,137.23,0.09
2014-04-03,1888.77,137.23,0.09
2014-04-04,1865.09,137.23,0.09
2014-04-07,1845.04,137.23,0.09
2014-04-08,1851.96,137.23,0.09
2014-04-09,1872.18,137.23,0.09
2014-04-10,1833.08,137.23,0.09
2014-04-11,1815.69,137.23,0.09
2014-04-14,1830.61,137.23,0.09
2014-04-15,1842.98,137.23,0.09
2014-04-16,1862.31,137.23,0.09
2014-04-17,1864.85,137.23,0.09
2014-04-21,1871.89,137.23,0.09
2014-04-22,1879.55,137.23,0.09
2014-04-23,1875.39,137.23,0.09
2014-04-24,1878.61,137.23,0.09
2014-04-25,1863.4,137.23,0.09
2014-04-28,1869.43,137.23,0.09
2014-04-29,1878.33,137.23,0.09
2014-04-30,1883.95,137.23,0.09
2014-05-01,1883.68,138.71,0.09
2014-05-02,1881.14,138.71,0.09
2014-05-05,1884.66,138.71,0.09
2014-05-06,1867.72,138.71,0.09
2014-05-07,1878.21,138.71,0.09
2014-05-08,1875.63,138.71,0.09
2014-05-09,1878.48,138.71,0.09
2014-05-12,1896.65,138.71,0.09
2014-05-13,1897.45,138.71,0.09
2014-05-14,1888.53,138.71,0.09
2014-05-15,1870.85,138.71,0.09
